あわてます 慌てます 慌张，着急，匆忙，慌乱；惊慌失措
つぶす 潰す 1. 压碎，捣碎，碾碎；2. 毁坏，弄坏，弄碎；3. 使破产，使倒闭；4. 消磨（时间），打发（时间）；5. 打败，击溃（对手等）；6. 使（希望、计划等）破灭，使落空
つぶれる 潰れる 1. 压坏，挤破，压碎；2. （房屋、物体等）倒塌，坍塌；3. （组织、公司等）倒闭，破产；4. （计划、希望等）落空，化为泡影；5. （身体、精神等）垮掉，崩溃
すます 澄ます/清ます 1. 使清澈，澄清；2. 集中注意力，凝神；3. 装模作样，摆架子
すむ 澄む 1. 清澈，澄清；2. （声音）清晰悦耳；3. （心情）平静，宁静；4. （天色）明朗
はげしい 激しい 激烈的，剧烈的，强烈的，猛烈的；厉害的，严重的，凶猛的
げきれい 激励 激励，鼓励，激发干劲
げきか 激化 激化，加剧，变得激烈；使激化，使加剧
げきぞう 激増 急剧增加，猛增，激增
げきやす 激安 价格极其低廉，非常便宜
げきげん 激減 骤减，锐减，急剧减少
げきげんする 激減する 骤减，急剧减少
にごす 濁す 1. 弄脏，弄混浊；2. 使声音等含糊不清；3. （将清音）变成浊音；4. 含糊其辞，支吾搪塞
にごる 濁る 1. 混浊，污浊；2. 变得不清晰，模糊；3. （声音）嘶哑；4. （水）变浑
こい 濃い （颜色）浓的；（味道）浓郁的；（密度）大的；（程度）深的
のうこう 濃厚 形容动词。1.（味道、颜色等）浓厚，浓郁；2.（关系、兴趣等）深厚，浓厚；3.（内容等）充实，丰富
のうど 濃度 浓度，指单位体积或质量中所含某种成分的量
ぬらす 濡らす 弄湿，沾湿，浸湿
ぬれる 濡れる 淋湿，沾湿，浸湿；潮湿，湿润
らんよう 濫用/乱用 滥用，胡乱使用，过度使用
すすぐ 濯ぐ 洗，涮；漱口；冲洗掉，洗刷掉
こす 濾す/漉す 过滤，筛，滤除杂质
じんじゃ 神社 神社，神道教的宗教设施，用于供奉神灵
ひんする 瀕する 濒临，面临，接近（危险、死亡、极限等）
せとぎわ 瀬戸際 紧要关头，关键时刻，濒临某种状态的边缘
ひ 火 火；火焰；火灾；火候；热情
かじ 火事 火灾，失火
やけど 火傷 1. 烫伤，烧伤；2. （因过失等）遭受的损失，吃亏，遭殃
やけどします 火傷します 烫伤，烧伤
かりょく 火力 火力，燃烧时产生的热量；火力（如火力发电、火力武器等的能量）
ひかげん 火加減 火候，火的大小；调味的浓淡，咸淡程度
かざん 火山 火山，指地球表面因岩浆、火山灰等喷出而形成的山状地形
かせい 火星 名词 火星（太阳系第四颗行星）
かようび 火曜日 星期二
かきげんきん 火気厳禁 名 严禁烟火，禁止使用明火
かさい 火災 火灾，失火
あかり 灯 名词 灯；灯光，光线；灯火
とうだい 灯台 灯塔；烛台，灯台
はい 灰 灰，灰烬；灰色
はいざら 灰皿 烟灰缸
はいいろ 灰色 名词 灰色；（比喻）暗淡，不鲜明，模糊不清
わざわい 災い 灾难，灾害，灾祸；不幸，倒霉
さいがい 災害 灾害，灾难（自然或人为因素造成的危害）
さいなん 災難 灾难，灾祸，不幸
たく 炊く 煮（饭），烧（开水等）
たける 炊ける （饭等）煮熟，煮好；能煮，会煮
すいじ 炊事 做饭，烹调，炊事
ほのお 炎 火焰；烈火；（内心的）激情，怒火
えんしょう 炎症 炎症，身体组织因感染、外伤等引起的发红、肿胀、发热、疼痛等局部反应
いためる 炒める 炒，煎，爆
あぶる 炙る 烤，炙；晒，暴晒；烘干，烤干
てん 点 1. 点，圆点；2. 分数，得分；3. 点，方面；4. 小数点
てんてん 点々 星星点点；稀疏地；点点滴滴；断断续续
てんじ 点字 盲文，用点的组合表示文字的触觉文字系统，供视觉障碍者使用
てんすう 点数 分数，得分；件数，数量
てんけん 点検 检查，检验，点检
ため 為 为了；因为；利益，好处；缘故，理由
かわせ 為替 汇兑，汇款；汇率，兑换率
うほうせん 烏篷船 中国江南地方の伝統的な小型木造船で、黒い桐油を塗った竹製の屋根（篷）を持つ船。主に川や運河で使用される。
たきび 焚き火 篝火，营火，火堆
なくす 無くす 丢失，遗失；消除，去掉；浪费（机会等）
なくなる 無くなる 丢失，遗失；消失；用完，耗尽；去世，死亡
なし 無し 无，没有，不存在；表示否定，相当于「ない」的文语形
ぶじ 無事 形容动词 顺利，平安，无变故；健康，健全
むこう 無効 无效，失效，没有效力
むくち 無口 形容動詞。話が少ないこと、あまり話さない性格や状態を表す。
むじつ 無実 无辜，无罪；没有事实根据，虚妄
むけい 無形 无形的，非物质的
むねん 無念 1. 毫无牵挂，没有留恋；2. 懊悔，悔恨，遗憾
むいみ 無意味 无意义的，没有价值的，无聊的
むいぎ 無意義 无意义的，没有价值的，徒劳的
むいしき 無意識 1. 无意识，不自觉，下意识；2. 不省人事，失去知觉
ぶあいそう 無愛想 冷淡，不和蔼，不亲切，没有表情
むすう 無数 名词 无数，大量，数不胜数
むりょう 無料 免费，不收费
むだん 無断 名词 擅自，私自，未经允许
むき 無機 （化学用语）无机，与有机化合物相对，指不含碳元素（少数简单含碳化合物除外）的物质或相关领域
むきりょく 無気力 没精神，缺乏活力，无精打采，意志消沉
むり 無理 1. 困难，难以办到；不可能；2. 强迫，强制；勉强；3. 过度，过分
むりやり 無理やり 强行，硬，强迫，勉强
むりをします 無理をします 勉强自己，硬撑，做超出自己能力范围的事情
むりをいう 無理を言う 惯用语。指提出不合理的要求；或说不讲理的话，强词夺理。
むよう 無用 1. 无用，没有用处；2. 不需要，不必要；3. 无事，平安；4. 禁止，不得
むち 無知 无知，缺乏知识，不明事理
ぶれい 無礼 无礼，没礼貌，不恭敬
ぶれいこう 無礼講 一种不拘泥于礼仪、身份等，参与者可以自由畅谈、开怀畅饮的聚会或宴会
むしんけい 無神経 感觉迟钝，神经大条，缺乏体贴，不考虑他人感受
むせん 無線 无线；无线电；无线电通讯；无线电设备
むざい 無罪 无罪，没有犯罪行为或罪责
むのう 無能 无能，无才能，没有能力的人
むちゃ 無茶 毫无道理；胡乱，胡来；过分，过度
むちゃくちゃ 無茶苦茶 1. 毫无道理，荒谬，胡闹；2. 混乱，乱七八糟；3. 非常，格外，过分
むし 無視 无视，忽视，不理睬
むしする 無視する 忽视，无视，不放在眼里
むごん 無言 无言，沉默，不说话的状态
むけいかく 無計画 没有计划，缺乏规划
むろん 無論 当然，不用说，固然
むせきにん 無責任 不负责任的，没有责任感的
むぞうさ 無造作 自然，不做作；随意，漫不经心，草率
むえんりょ 無遠慮 不客气，不客套，直率，毫不客气地做某事
むじゃき 無邪気 天真烂漫的；单纯的；无邪的；不谙世事的
むかんしん 無関心 形容动词，指对事物不感兴趣，缺乏关心的态度
むやみ 無闇 胡乱的，随便的；过分的，过度的；毫无道理的，荒谬的
むげん 無限 无限，无穷，无止境，无限量
ぶなん 無難 1. 无灾无难，平安无事；2. 稳妥，妥当，没有问题；3. 无可非议，没有缺点，平凡无奇
むだ 無駄 1. 徒劳，无用，白费；2. 浪费，不必要的消耗；3. 无效的，不起作用的
むだにする 無駄にする 惯用语，指浪费（时间、金钱、物品等）；徒劳地使用，白白消耗
むだづかい 無駄使い 名词 浪费，滥用（指不必要地使用金钱、物品、时间等）
むだづかい 無駄遣い 浪费，挥霍，乱花钱；不必要的开支，浪费的行为
こがす 焦がす 炒糊，烧糊，烤焦；使焦虑，使焦急
こげる 焦げる 1. 烧焦，烤糊；2. 晒黑，晒褪色；3. （颜色）变深暗
こげちゃ 焦げ茶 深棕色，深咖啡色，烧焦的茶色
あせる 焦る 焦急，急躁，着急；焦躁不安，心慌意乱
しょうてん 焦点 焦点；中心，核心；（问题等的）重点，关键
しかして 然して （后接否定）那么，那样；（用于反问）难道，怎么
やきそば 焼きそば 炒面，将面条用酱油、盐等调味料炒制，并通常配以卷心菜、胡萝卜、鸡蛋、肉类等食材的日本料理
やきます 焼きます 烤，烧，烧制，晒黑，烧毁
やきとり0 焼き鳥 名 烤鸡肉串，将鸡肉切成小块串在竹签上烤制的日本料理
やく 焼く 1. 烧，烤，焙，炒；2. （皮肤）晒黑；3. 烧制（陶瓷等）；4. 灼热，烫；5. 烤焦，烧焦
やけます 焼けます 着火，燃烧；烧焦，烧糊；晒黑；烧成，烧制成
やきにく 焼肉 烤肉，烤牛肉
しょうちゅう 焼酎 日本の伝統的な蒸留酒で、主に麦、米、芋などを原料として作られる。度合いが高く、透明であることが特徴。
こうこう 煌々 形容光芒耀眼、明亮辉煌的样子；形容非常明亮、闪闪发光的状态
きらめく 煌く 闪耀，闪烁，闪闪发光；（才华、能力等）出众，显眼
きらびやか 煌びやか 光辉灿烂的，光彩夺目的，华丽的，辉煌的
せんべい 煎餅 米、小麦粉等制成的薄脆饼干，日式煎饼
けむり 煙 烟，烟雾；朦胧，模糊不清
けむい 煙い 呛人的，熏人的；烟雾弥漫的，有烟味的
けむたい 煙たい 1. 烟雾弥漫的，呛人的；2. 令人不快的，讨厌的，使人感到麻烦的；3. 可疑的，形迹可疑的
けむる 煙る 1. 冒烟，冒气；2. （视线等）模糊，朦胧；3. （因害羞、愤怒等）脸红，脸上发热
えんとつ 煙突 烟囱，烟筒
てらしあわせる 照らし合わせる 核对，对照，互相对照比较
てらす 照らす 1. 照耀，照射；2. 按照，参照；3. 对照，核对
てりつける 照りつける （强烈地）照射，暴晒，阳光直射
てりかえす 照り返す 反射，反照；（光、热等）强烈反射回来
てる 照る 照耀，照射；（天气）放晴，晴朗
てれくさい 照れくさい 害羞的，不好意思的，难为情的
てれる 照れる 害羞，难为情，不好意思
しょうかい 照会 询问，查询，打听；（向有关方面）查询，咨询
しょうごう 照合 对照，核对，核对比较（两个以上的事物，确认是否一致）
しょうめい 照明 照明，灯光，照亮，照明设备
わずらわしい 煩わしい 烦琐的，麻烦的，令人心烦的，复杂的
にえる 煮える （食物等）被煮，煮熟，煮好
にえきらない 煮え切らない 暧昧不清，含糊其辞，不明确；犹豫不定，不干脆，不果断
にる0 煮る 煮，炖，熬，煨，焖（将食材放入水中或汤汁中加热至熟）
につめる 煮詰める 1. 煮干，熬浓；2. 归纳，总结，得出结论；3. 追根究底，彻底追问
にこむ 煮込む 炖，煮，熬（将食材放入汤汁中长时间慢煮使其入味）
あおてる 煽てる 1. 煽动，怂恿；2. 奉承，恭维，给人戴高帽；3. （火）扇旺，烧旺
くま 熊 熊，狗熊
じゅくす 熟す 1. 成熟，熟成；2. 熟练，精通；3. 煮烂，炖烂
